SMILES,CID,creator,rationale,fragments,link,real_space,SCR,BB,extended_real_space,in_molport_or_mcule,in_ultimate_mcule,in_emolecules,covalent_frag,covalent_warhead,acrylamide,acrylamide_adduct,chloroacetamide,chloroacetamide_adduct,vinylsulfonamide,vinylsulfonamide_adduct,nitrile,nitrile_adduct,MW,cLogP,HBD,HBA,TPSA,num_criterion_violations,BMS,Dundee,Glaxo,Inpharmatica,LINT,MLSMR,PAINS,SureChEMBL
C#Cc1cccc(CN(C(=O)Nc2c(CN3CCOCC3)ccnc2C)c2nccc(C(C)C)n2)n1,AGN-NEW-817c14da-1,"Agnieszka K. Bronowska, Newcastle University",Structure-guided lead optimisation and molecular docking,"x0434,x0540",https://covid.postera.ai/covid/submissions/AGN-NEW-817c14da,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,485.59200000000016,3.750620000000003,1,7,96.37,0,PASS,triple bond,PASS,PASS,PASS,PASS,PASS,triple_bond
C#Cc1cccc(CN(C(=O)Nc2c(CN3CCCCC3)ccnc2C)c2nccc(C(C)C)n2)n1,AGN-NEW-817c14da-2,"Agnieszka K. Bronowska, Newcastle University",Structure-guided lead optimisation and molecular docking,"x0434,x0540",https://covid.postera.ai/covid/submissions/AGN-NEW-817c14da,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,483.6200000000002,4.904320000000005,1,6,87.14,0,PASS,triple bond,PASS,PASS,PASS,PASS,PASS,triple_bond
C#Cc1ccnc(CN(C(=O)Nc2c(CN3CCOCC3)ccnc2C)c2nccc(C(C)C)n2)n1,AGN-NEW-817c14da-3,"Agnieszka K. Bronowska, Newcastle University",Structure-guided lead optimisation and molecular docking,"x0434,x0540",https://covid.postera.ai/covid/submissions/AGN-NEW-817c14da,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,486.58000000000015,3.145620000000002,1,8,109.26,0,PASS,triple bond,PASS,PASS,PASS,PASS,PASS,triple_bond
C#Cc1cccc(CN(C(=O)Nc2cccnc2C)c2nccc(C(C)C)n2)n1,AGN-NEW-817c14da-4,"Agnieszka K. Bronowska, Newcastle University",Structure-guided lead optimisation and molecular docking,"x0434,x0540",https://covid.postera.ai/covid/submissions/AGN-NEW-817c14da,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,386.4590000000002,3.9184200000000016,1,5,83.9,0,PASS,triple bond,PASS,PASS,PASS,PASS,PASS,triple_bond
C#Cc1cc(F)cc(CN(C(=O)Nc2cccnc2C)c2nccc(C(C)C)n2)n1,AGN-NEW-817c14da-5,"Agnieszka K. Bronowska, Newcastle University",Structure-guided lead optimisation and molecular docking,"x0434,x0540",https://covid.postera.ai/covid/submissions/AGN-NEW-817c14da,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,404.4490000000001,4.057520000000003,1,5,83.9,0,PASS,triple bond,PASS,PASS,PASS,4-halopyridine,PASS,triple_bond
C#Cc1cccc(CN(C(=O)Nc2c(C)ccnc2C)c2nccc(C(C)C)n2)n1,AGN-NEW-817c14da-6,"Agnieszka K. Bronowska, Newcastle University",Structure-guided lead optimisation and molecular docking,"x0434,x0540",https://covid.postera.ai/covid/submissions/AGN-NEW-817c14da,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,400.48600000000016,4.226840000000003,1,5,83.9,0,PASS,triple bond,PASS,PASS,PASS,PASS,PASS,triple_bond
COc1cc(Cl)cc(OC(=O)Nc2cccnc2)c1,AGN-NEW-891393a6-1,"Agnieszka K. Bronowska, Newcastle University",Molecular docking and structure-guided design of synthetically feasible fragments.,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-891393a6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,278.695,3.3545000000000016,1,4,60.45,0,PASS,PASS,PASS,PASS,carbamate include di-substitued N,PASS,PASS,Phenylester
O=S(=O)(/C=C/c1cccnc1)c1cccc(-c2ncccn2)c1,AGN-NEW-891393a6-10,"Agnieszka K. Bronowska, Newcastle University",Molecular docking and structure-guided design of synthetically feasible fragments.,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-891393a6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,323.377,2.9832000000000014,0,5,72.81,0,PASS,PASS,PASS,Filter88_ene_sulfone,alpha beta-unsaturated ketones; center of Michael reactivity,PASS,PASS,PASS
COc1ccc(S(=O)(=O)/C=C/c2cccnc2)cc1-c1ncccn1,AGN-NEW-891393a6-11,"Agnieszka K. Bronowska, Newcastle University",Molecular docking and structure-guided design of synthetically feasible fragments.,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-891393a6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,353.40300000000013,2.9918000000000013,0,6,82.04,0,PASS,PASS,PASS,Filter88_ene_sulfone,alpha beta-unsaturated ketones; center of Michael reactivity,PASS,PASS,PASS
O=C(Nc1cccnc1)Oc1cc(O)cc(Cl)c1,AGN-NEW-891393a6-2,"Agnieszka K. Bronowska, Newcastle University",Molecular docking and structure-guided design of synthetically feasible fragments.,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-891393a6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,264.66799999999995,3.0515000000000008,2,4,71.45,0,PASS,PASS,PASS,PASS,carbamate include di-substitued N,PASS,PASS,Phenylester
O=S(=O)(Cc1cc(O)cc(Cl)c1)Nc1cccnc1,AGN-NEW-891393a6-3,"Agnieszka K. Bronowska, Newcastle University",Molecular docking and structure-guided design of synthetically feasible fragments.,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-891393a6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,298.7510000000001,2.3825000000000003,2,4,79.29,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS
COc1cc(Cl)cc(CS(=O)(=O)Nc2cccnc2)c1,AGN-NEW-891393a6-4,"Agnieszka K. Bronowska, Newcastle University",Molecular docking and structure-guided design of synthetically feasible fragments.,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-891393a6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,312.778,2.685500000000001,1,4,68.29,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS
CC(C)c1cc(Cl)cc(S(=O)(=O)/C=C/c2cccnc2)c1,AGN-NEW-891393a6-5,"Agnieszka K. Bronowska, Newcastle University",Molecular docking and structure-guided design of synthetically feasible fragments.,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-891393a6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,321.829,4.303000000000004,0,3,47.03,0,PASS,PASS,PASS,Filter88_ene_sulfone,alpha beta-unsaturated ketones; center of Michael reactivity,PASS,PASS,PASS
O=S(=O)(/C=C/c1cccnc1)c1cccc(-c2c(F)cccc2F)c1,AGN-NEW-891393a6-6,"Agnieszka K. Bronowska, Newcastle University",Molecular docking and structure-guided design of synthetically feasible fragments.,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-891393a6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,357.38100000000014,4.471400000000003,0,3,47.03,0,PASS,PASS,PASS,Filter88_ene_sulfone,alpha beta-unsaturated ketones; center of Michael reactivity,PASS,PASS,PASS
O=S(=O)(/C=C/c1cccnc1)c1cccc(-c2ccc(F)cc2F)c1,AGN-NEW-891393a6-7,"Agnieszka K. Bronowska, Newcastle University",Molecular docking and structure-guided design of synthetically feasible fragments.,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-891393a6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,357.38100000000014,4.471400000000003,0,3,47.03,0,PASS,PASS,PASS,Filter88_ene_sulfone,alpha beta-unsaturated ketones; center of Michael reactivity,PASS,PASS,PASS
O=S(=O)(/C=C/c1cccnc1)c1cccc(-c2ccccc2F)c1,AGN-NEW-891393a6-8,"Agnieszka K. Bronowska, Newcastle University",Molecular docking and structure-guided design of synthetically feasible fragments.,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-891393a6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,339.391,4.332300000000003,0,3,47.03,0,PASS,PASS,PASS,Filter88_ene_sulfone,alpha beta-unsaturated ketones; center of Michael reactivity,PASS,PASS,PASS
N#CCc1cccc(S(=O)(=O)/C=C/c2cccnc2)c1,AGN-NEW-891393a6-9,"Agnieszka K. Bronowska, Newcastle University",Molecular docking and structure-guided design of synthetically feasible fragments.,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-891393a6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,284.34,2.5922800000000006,0,4,70.82,0,PASS,PASS,PASS,Filter88_ene_sulfone,alpha beta-unsaturated ketones; center of Michael reactivity,PASS,PASS,PASS
Cc1ccnc(F)c1NS(=O)(=O)/C=C/NC(=O)c1cccs1,AGN-NEW-9315dc74-1,"Agnieszka K. Bronowska, Newcastle University",Molecular docking and structure-guided lead optimisation.,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-9315dc74,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,341.38900000000007,2.2335199999999995,2,5,88.16,0,PASS,2-halo pyridine,PASS,"Filter88_ene_sulfone, Filter94_2_halo_pyridine",alpha beta-unsaturated ketones; center of Michael reactivity,"2-halopyridine, Hetero_hetero",PASS,PASS
COc1cnc(CS(=O)(=O)Nc2c(C)ccnc2F)cc1-c1cccs1,AGN-NEW-9315dc74-2,"Agnieszka K. Bronowska, Newcastle University",Molecular docking and structure-guided lead optimisation.,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-9315dc74,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,393.46500000000015,3.6031200000000014,1,6,81.17999999999998,0,PASS,2-halo pyridine,PASS,Filter94_2_halo_pyridine,PASS,"2-halopyridine, Hetero_hetero",PASS,PASS
Cc1ccnc(F)c1NS(=O)(=O)/C=C/NC(=O)C(C)C,AGN-NEW-9315dc74-3,"Agnieszka K. Bronowska, Newcastle University",Molecular docking and structure-guided lead optimisation.,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-9315dc74,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,301.34300000000013,1.51422,2,4,88.16,0,PASS,2-halo pyridine,PASS,"Filter88_ene_sulfone, Filter94_2_halo_pyridine",alpha beta-unsaturated ketones; center of Michael reactivity,"2-halopyridine, Hetero_hetero",PASS,PASS
Cc1ccnc(F)c1NS(=O)(=O)/C=C/NC(=O)C1CCCC1,AGN-NEW-9315dc74-4,"Agnieszka K. Bronowska, Newcastle University",Molecular docking and structure-guided lead optimisation.,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-9315dc74,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,327.3810000000002,2.04842,2,4,88.16,0,PASS,2-halo pyridine,PASS,"Filter88_ene_sulfone, Filter94_2_halo_pyridine",alpha beta-unsaturated ketones; center of Michael reactivity,"2-halopyridine, Hetero_hetero",PASS,PASS
Cc1ccncc1NS(=O)(=O)/C=C/NC(=O)c1cccs1,AGN-NEW-9315dc74-5,"Agnieszka K. Bronowska, Newcastle University",Molecular docking and structure-guided lead optimisation.,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-9315dc74,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,323.399,2.0944199999999995,2,5,88.16,0,PASS,PASS,PASS,Filter88_ene_sulfone,alpha beta-unsaturated ketones; center of Michael reactivity,Hetero_hetero,PASS,PASS
COc1cc(-c2cccs2)cc(CS(=O)(=O)Nc2c(C)ccnc2F)n1,AGN-NEW-9315dc74-6,"Agnieszka K. Bronowska, Newcastle University",Molecular docking and structure-guided lead optimisation.,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-9315dc74,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,393.465,3.6031200000000014,1,6,81.18,0,PASS,2-halo pyridine,PASS,Filter94_2_halo_pyridine,PASS,"2-halopyridine, Hetero_hetero",PASS,PASS
Cc1ccncc1NS(=O)(=O)/C=C/NC(=O)c1cccs1,AGN-NEW-95323f67-1,"Agnieszka K. Bronowska, Newcastle University",Molecular docking,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-95323f67,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,323.399,2.0944199999999995,2,5,88.16,0,PASS,PASS,PASS,Filter88_ene_sulfone,alpha beta-unsaturated ketones; center of Michael reactivity,Hetero_hetero,PASS,PASS
Cc1ccnc(F)c1NS(=O)(=O)/C=C/NC(=O)C(C)C,AGN-NEW-95323f67-2,"Agnieszka K. Bronowska, Newcastle University",Molecular docking,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-95323f67,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,301.34300000000013,1.51422,2,4,88.16,0,PASS,2-halo pyridine,PASS,"Filter88_ene_sulfone, Filter94_2_halo_pyridine",alpha beta-unsaturated ketones; center of Michael reactivity,"2-halopyridine, Hetero_hetero",PASS,PASS
COc1cnc(CS(=O)(=O)Nc2c(C)ccnc2F)cc1-c1cccs1,AGN-NEW-95323f67-3,"Agnieszka K. Bronowska, Newcastle University",Molecular docking,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-95323f67,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,393.46500000000015,3.6031200000000014,1,6,81.17999999999998,0,PASS,2-halo pyridine,PASS,Filter94_2_halo_pyridine,PASS,"2-halopyridine, Hetero_hetero",PASS,PASS
COc1cc(-c2cccs2)cc(CS(=O)(=O)Nc2c(C)ccnc2F)n1,AGN-NEW-95323f67-4,"Agnieszka K. Bronowska, Newcastle University",Molecular docking,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-95323f67,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,393.465,3.6031200000000014,1,6,81.18,0,PASS,2-halo pyridine,PASS,Filter94_2_halo_pyridine,PASS,"2-halopyridine, Hetero_hetero",PASS,PASS
Cc1ccnc(F)c1NS(=O)(=O)/C=C/NC(=O)C1CCCC1,AGN-NEW-95323f67-5,"Agnieszka K. Bronowska, Newcastle University",Molecular docking,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-95323f67,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,327.3810000000002,2.04842,2,4,88.16,0,PASS,2-halo pyridine,PASS,"Filter88_ene_sulfone, Filter94_2_halo_pyridine",alpha beta-unsaturated ketones; center of Michael reactivity,"2-halopyridine, Hetero_hetero",PASS,PASS
Cc1ccnc(F)c1NS(=O)(=O)/C=C/NC(=O)c1cccs1,AGN-NEW-95323f67-6,"Agnieszka K. Bronowska, Newcastle University",Molecular docking,x0434,https://covid.postera.ai/covid/submissions/AGN-NEW-95323f67,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,341.38900000000007,2.2335199999999995,2,5,88.16,0,PASS,2-halo pyridine,PASS,"Filter88_ene_sulfone, Filter94_2_halo_pyridine",alpha beta-unsaturated ketones; center of Michael reactivity,"2-halopyridine, Hetero_hetero",PASS,PASS
C=Cc1ncc(C)c(CCNC(C)=O)c1NC(=O)N(Cc1nc(F)nc(OC)n1)c1cc(C)ccn1,AGN-NEW-9d245c51-1,"Agnieszka K. Bronowska, Newcastle University",Structure-guided lead optimisation,"x0434,x0540",https://covid.postera.ai/covid/submissions/AGN-NEW-9d245c51,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,494.5310000000002,2.9864400000000018,2,8,135.12,0,PASS,PASS,PASS,PASS,terminal vinyl,"4-halopyridine, 2-halopyridine",PASS,Ethene
C=Cc1ncc(C)c(CCNC(=O)CN2CCNCC2)c1NC(=O)N(CC1CCOCC1)c1cc(C)ccn1,AGN-NEW-9d245c51-2,"Agnieszka K. Bronowska, Newcastle University",Structure-guided lead optimisation,"x0434,x0540",https://covid.postera.ai/covid/submissions/AGN-NEW-9d245c51,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,535.6930000000003,2.7654400000000017,3,7,111.72,0,PASS,PASS,PASS,PASS,terminal vinyl,PASS,PASS,Ethene
C=Cc1ncc(C)c(CCNC(C)=O)c1NC(=O)N(Cc1ncnc(OC)n1)c1cc(C)ccn1,AGN-NEW-9d245c51-3,"Agnieszka K. Bronowska, Newcastle University",Structure-guided lead optimisation,"x0434,x0540",https://covid.postera.ai/covid/submissions/AGN-NEW-9d245c51,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,476.54100000000017,2.8473400000000013,2,8,135.12,0,PASS,PASS,PASS,PASS,terminal vinyl,PASS,PASS,Ethene
C=Cc1ncc(C)c(CCNC(=O)CN2CCCCC2)c1NC(=O)N(Cc1ncnc(OC)n1)c1cc(C)ccn1,AGN-NEW-9d245c51-4,"Agnieszka K. Bronowska, Newcastle University",Structure-guided lead optimisation,"x0434,x0540",https://covid.postera.ai/covid/submissions/AGN-NEW-9d245c51,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,559.6750000000002,3.313340000000001,2,9,138.36,1,PASS,PASS,PASS,PASS,terminal vinyl,PASS,PASS,Ethene
